sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
LR121R	LR121R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR121R_R1.fastq.gz	LR121R_R2.fastq.gz
LR122D	LR122D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR122D_R1.fastq.gz	LR122D_R2.fastq.gz
LR122R	LR122R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR122R_R1.fastq.gz	LR122R_R2.fastq.gz
LR123D	LR123D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR123D_R1.fastq.gz	LR123D_R2.fastq.gz
LR123R	LR123R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR123R_R1.fastq.gz	LR123R_R2.fastq.gz
LR125D	LR125D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR125D_R1.fastq.gz	LR125D_R2.fastq.gz
LR125R	LR125R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR125R_R1.fastq.gz	LR125R_R2.fastq.gz
LR126D	LR126D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR126D_R1.fastq.gz	LR126D_R2.fastq.gz
LR126R	LR126R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR126R_R1.fastq.gz	LR126R_R2.fastq.gz
LR127D	LR127D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR127D_R1.fastq.gz	LR127D_R2.fastq.gz
LR127R	LR127R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR127R_R1.fastq.gz	LR127R_R2.fastq.gz
RO136D	RO136D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO136D_R1.fastq.gz	RO136D_R2.fastq.gz
RO136R	RO136R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO136R_R1.fastq.gz	RO136R_R2.fastq.gz
RO138D	RO138D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO138D_R1.fastq.gz	RO138D_R2.fastq.gz
RO138R	RO138R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO138R_R1.fastq.gz	RO138R_R2.fastq.gz
RO139D	RO139D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO139D_R1.fastq.gz	RO139D_R2.fastq.gz
RO139R	RO139R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO139R_R1.fastq.gz	RO139R_R2.fastq.gz
RO141D	RO141D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO141D_R1.fastq.gz	RO141D_R2.fastq.gz
RO141R	RO141R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO141R_R1.fastq.gz	RO141R_R2.fastq.gz
RO142D	RO142D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO142D_R1.fastq.gz	RO142D_R2.fastq.gz
RO142R	RO142R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO142R_R1.fastq.gz	RO142R_R2.fastq.gz
RO143D	RO143D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO143D_R1.fastq.gz	RO143D_R2.fastq.gz
RO143R	RO143R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO143R_R1.fastq.gz	RO143R_R2.fastq.gz
RO145D	RO145D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO145D_R1.fastq.gz	RO145D_R2.fastq.gz
RO145R	RO145R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO145R_R1.fastq.gz	RO145R_R2.fastq.gz
RO145.Hypo.D	RO145.Hypo.D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO145.Hypo.D_R1.fastq.gz	RO145.Hypo.D_R2.fastq.gz
RO145.Hypo.R	RO145.Hypo.R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO145.Hypo.R_R1.fastq.gz	RO145.Hypo.R_R2.fastq.gz
RO147D	RO147D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO147D_R1.fastq.gz	RO147D_R2.fastq.gz
RO147R	RO147R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO147R_R1.fastq.gz	RO147R_R2.fastq.gz
RO2100D	RO2100D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2100D_R1.fastq.gz	RO2100D_R2.fastq.gz
RO2100R	RO2100R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2100R_R1.fastq.gz	RO2100R_R2.fastq.gz
RO2102D	RO2102D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2102D_R1.fastq.gz	RO2102D_R2.fastq.gz
RO2102R	RO2102R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2102R_R1.fastq.gz	RO2102R_R2.fastq.gz
RO2104D	RO2104D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2104D_R1.fastq.gz	RO2104D_R2.fastq.gz
RO2104R	RO2104R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2104R_R1.fastq.gz	RO2104R_R2.fastq.gz
RO2108D	RO2108D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2108D_R1.fastq.gz	RO2108D_R2.fastq.gz
RO2108R	RO2108R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2108R_R1.fastq.gz	RO2108R_R2.fastq.gz
RO2110D	RO2110D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2110D_R1.fastq.gz	RO2110D_R2.fastq.gz
RO2110R	RO2110R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2110R_R1.fastq.gz	RO2110R_R2.fastq.gz
RO2111D	RO2111D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2111D_R1.fastq.gz	RO2111D_R2.fastq.gz
RO2111R	RO2111R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2111R_R1.fastq.gz	RO2111R_R2.fastq.gz
RO2111.40m.D	RO2111.40m.D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2111.40m.D_R1.fastq.gz	RO2111.40m.D_R2.fastq.gz
RO2111.40m.R	RO2111.40m.R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2111.40m.R_R1.fastq.gz	RO2111.40m.R_R2.fastq.gz
RO2111.90m.D	RO2111.90m.D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2111.90m.D_R1.fastq.gz	RO2111.90m.D_R2.fastq.gz
RO2111.90m.R	RO2111.90m.R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2111.90m.R_R1.fastq.gz	RO2111.90m.R_R2.fastq.gz
RO2113D	RO2113D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2113D_R1.fastq.gz	RO2113D_R2.fastq.gz
RO2113R	RO2113R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2113R_R1.fastq.gz	RO2113R_R2.fastq.gz
RO297D	RO297D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO297D_R1.fastq.gz	RO297D_R2.fastq.gz
RO297R	RO297R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO297R_R1.fastq.gz	RO297R_R2.fastq.gz
RO298D	RO298D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO298D_R1.fastq.gz	RO298D_R2.fastq.gz
RO298R	RO298R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO298R_R1.fastq.gz	RO298R_R2.fastq.gz
RO298.7m.D	RO298.7m.D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO298.7m.D_R1.fastq.gz	RO298.7m.D_R2.fastq.gz
RO298.7m.R	RO298.7m.R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO298.7m.R_R1.fastq.gz	RO298.7m.R_R2.fastq.gz
RO301D	RO301D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO301D_R1.fastq.gz	RO301D_R2.fastq.gz
RO301R	RO301R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO301R_R1.fastq.gz	RO301R_R2.fastq.gz
RO301.Hypo.D	RO301.Hypo.D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO301.Hypo.D_R1.fastq.gz	RO301.Hypo.D_R2.fastq.gz
RO301.Hypo.R	RO301.Hypo.R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO301.Hypo.R_R1.fastq.gz	RO301.Hypo.R_R2.fastq.gz
RO304D	RO304D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO304D_R1.fastq.gz	RO304D_R2.fastq.gz
RO304R	RO304R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO304R_R1.fastq.gz	RO304R_R2.fastq.gz
RO307D	RO307D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO307D_R1.fastq.gz	RO307D_R2.fastq.gz
RO307R	RO307R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO307R_R1.fastq.gz	RO307R_R2.fastq.gz
TR56D	TR56D	16S rRNA (V4) amplicon sequencing of Tributary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	TR56D_R1.fastq.gz	TR56D_R2.fastq.gz
TR56R	TR56R	16S rRNA (V4) amplicon sequencing of Tributary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	TR56R_R1.fastq.gz	TR56R_R2.fastq.gz
L349D	L349D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L349D_R1.fastq.gz	L349D_R2.fastq.gz
L349R	L349R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L349R_R1.fastq.gz	L349R_R2.fastq.gz
LR128D	LR128D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR128D_R1.fastq.gz	LR128D_R2.fastq.gz
LR128R	LR128R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR128R_R1.fastq.gz	LR128R_R2.fastq.gz
LR131D	LR131D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR131D_R1.fastq.gz	LR131D_R2.fastq.gz
LR131R	LR131R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR131R_R1.fastq.gz	LR131R_R2.fastq.gz
LR134D	LR134D	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR134D_R1.fastq.gz	LR134D_R2.fastq.gz
LR134R	LR134R	16S rRNA (V4) amplicon sequencing of Lake bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR134R_R1.fastq.gz	LR134R_R2.fastq.gz
LR137D	LR137D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR137D_R1.fastq.gz	LR137D_R2.fastq.gz
LR137R	LR137R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR137R_R1.fastq.gz	LR137R_R2.fastq.gz
LR138D	LR138D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR138D_R1.fastq.gz	LR138D_R2.fastq.gz
LR138R	LR138R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR138R_R1.fastq.gz	LR138R_R2.fastq.gz
LR139D	LR139D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR139D_R1.fastq.gz	LR139D_R2.fastq.gz
LR139R	LR139R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR139R_R1.fastq.gz	LR139R_R2.fastq.gz
LR140D	LR140D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR140D_R1.fastq.gz	LR140D_R2.fastq.gz
LR140R	LR140R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR140R_R1.fastq.gz	LR140R_R2.fastq.gz
LR142D	LR142D	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR142D_R1.fastq.gz	LR142D_R2.fastq.gz
LR142R	LR142R	16S rRNA (V4) amplicon sequencing of River bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	LR142R_R1.fastq.gz	LR142R_R2.fastq.gz
RO149D	RO149D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO149D_R1.fastq.gz	RO149D_R2.fastq.gz
RO149R	RO149R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO149R_R1.fastq.gz	RO149R_R2.fastq.gz
RO151D	RO151D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO151D_R1.fastq.gz	RO151D_R2.fastq.gz
RO151R	RO151R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO151R_R1.fastq.gz	RO151R_R2.fastq.gz
RO152D	RO152D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO152D_R1.fastq.gz	RO152D_R2.fastq.gz
RO152R	RO152R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO152R_R1.fastq.gz	RO152R_R2.fastq.gz
RO152.Hypo.D	RO152.Hypo.D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO152.Hypo.D_R1.fastq.gz	RO152.Hypo.D_R2.fastq.gz
RO152.Hypo.R	RO152.Hypo.R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO152.Hypo.R_R1.fastq.gz	RO152.Hypo.R_R2.fastq.gz
RO154D	RO154D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO154D_R1.fastq.gz	RO154D_R2.fastq.gz
RO154R	RO154R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO154R_R1.fastq.gz	RO154R_R2.fastq.gz
RO156D	RO156D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO156D_R1.fastq.gz	RO156D_R2.fastq.gz
RO156R	RO156R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO156R_R1.fastq.gz	RO156R_R2.fastq.gz
RO157D	RO157D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO157D_R1.fastq.gz	RO157D_R2.fastq.gz
RO157R	RO157R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO157R_R1.fastq.gz	RO157R_R2.fastq.gz
RO159D	RO159D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO159D_R1.fastq.gz	RO159D_R2.fastq.gz
RO159R	RO159R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO159R_R1.fastq.gz	RO159R_R2.fastq.gz
RO2117D	RO2117D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2117D_R1.fastq.gz	RO2117D_R2.fastq.gz
RO2117R	RO2117R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2117R_R1.fastq.gz	RO2117R_R2.fastq.gz
RO2118D	RO2118D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2118D_R1.fastq.gz	RO2118D_R2.fastq.gz
RO2118R	RO2118R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2118R_R1.fastq.gz	RO2118R_R2.fastq.gz
RO2119D	RO2119D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2119D_R1.fastq.gz	RO2119D_R2.fastq.gz
RO2119R	RO2119R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2119R_R1.fastq.gz	RO2119R_R2.fastq.gz
RO2120D	RO2120D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2120D_R1.fastq.gz	RO2120D_R2.fastq.gz
